Year,Vaccination,Vaccination flag,Category ,Category flag,Group,Group flag,Estimate,Estimate flag
2008,Hib (3 doses or more),8,Race and Hispanic origin,1,Hispanic or Latino,,92.0,
2009,Hib (primary series plus booster dose),8,Race and Hispanic origin,1,Hispanic or Latino,,55.0,
2009,Combined series (4:3:1:4:3:1:4),,Poverty level,,Below poverty level,,41.0,
2007,Combined series (4:3:1:3:3:1:4),,Poverty level,,Below poverty level,,65.0,
2008,Combined series (4:3:1:3:3:1:4),,Poverty level,,Below poverty level,,63.0,
2009,Combined series (4:3:1:3:3:1:4),,Poverty level,,Below poverty level,,61.0,
2002,Combined series (4:3:1:3:3:1),,Poverty level,,Below poverty level,,62.0,
2003,Combined series (4:3:1:3:3:1),,Poverty level,,Below poverty level,,70.0,
2004,Combined series (4:3:1:3:3:1),,Poverty level,,Below poverty level,,73.0,
2005,Combined series (4:3:1:3:3:1),,Poverty level,,Below poverty level,,74.0,
2006,Combined series (4:3:1:3:3:1),,Poverty level,,Below poverty level,,73.0,
2007,Combined series (4:3:1:3:3:1),,Poverty level,,Below poverty level,,75.0,
2008,Combined series (4:3:1:3:3:1),,Poverty level,,Below poverty level,,72.0,
2009,Combined series (4:3:1:3:3:1),,Poverty level,,Below poverty level,,68.0,
1995,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,71.0,
1996,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,74.0,
1997,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,76.0,
1998,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,80.0,
1999,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,79.0,
2000,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,76.0,
2001,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,77.0,
2002,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,75.0,
2003,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,80.0,
2004,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,81.0,
2005,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,81.8,
2006,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,81.0,
2007,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,81.0,
2008,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,80.0,
2009,DTP/DT/DTaP (4 doses or more),,Poverty level,,Below poverty level,,80.0,
1995,Polio (3 doses or more),,Poverty level,,Below poverty level,,85.0,
1996,Polio (3 doses or more),,Poverty level,,Below poverty level,,88.0,
1997,Polio (3 doses or more),,Poverty level,,Below poverty level,,89.0,
1998,Polio (3 doses or more),,Poverty level,,Below poverty level,,90.0,
1999,Polio (3 doses or more),,Poverty level,,Below poverty level,,87.0,
2000,Polio (3 doses or more),,Poverty level,,Below poverty level,,87.0,
2001,Polio (3 doses or more),,Poverty level,,Below poverty level,,87.0,
2002,Polio (3 doses or more),,Poverty level,,Below poverty level,,88.0,
2003,Polio (3 doses or more),,Poverty level,,Below poverty level,,89.0,
2004,Polio (3 doses or more),,Poverty level,,Below poverty level,,90.0,
2005,Polio (3 doses or more),,Poverty level,,Below poverty level,,89.7,
2006,Polio (3 doses or more),,Poverty level,,Below poverty level,,92.0,
2007,Polio (3 doses or more),,Poverty level,,Below poverty level,,92.0,
2008,Polio (3 doses or more),,Poverty level,,Below poverty level,,92.0,
2009,Polio (3 doses or more),,Poverty level,,Below poverty level,,92.0,
1995,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,86.0,
1996,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,87.0,
1997,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,86.0,
1998,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,90.0,
1999,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,90.0,
2000,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,89.0,
2001,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,89.0,
2002,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,90.0,
2003,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,92.0,
2004,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,91.0,
2005,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,89.3,
2006,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,91.0,
2007,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,91.0,
2008,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,92.0,
2009,"Measles, Mumps, Rubella",,Poverty level,,Below poverty level,,89.0,
1995,Hib (3 doses or more),,Poverty level,,Below poverty level,,88.0,
1996,Hib (3 doses or more),,Poverty level,,Below poverty level,,87.0,
1997,Hib (3 doses or more),,Poverty level,,Below poverty level,,90.0,
1998,Hib (3 doses or more),,Poverty level,,Below poverty level,,91.0,
1999,Hib (3 doses or more),,Poverty level,,Below poverty level,,91.0,
2000,Hib (3 doses or more),,Poverty level,,Below poverty level,,90.0,
2001,Hib (3 doses or more),,Poverty level,,Below poverty level,,90.0,
2002,Hib (3 doses or more),,Poverty level,,Below poverty level,,90.0,
2003,Hib (3 doses or more),,Poverty level,,Below poverty level,,91.0,
2004,Hib (3 doses or more),,Poverty level,,Below poverty level,,92.0,
2005,Hib (3 doses or more),,Poverty level,,Below poverty level,,91.9,
2006,Hib (3 doses or more),,Poverty level,,Below poverty level,,91.0,
2007,Hib (3 doses or more),,Poverty level,,Below poverty level,,91.0,
2008,Hib (3 doses or more),,Poverty level,,Below poverty level,,88.0,
2009,Hib (primary series plus booster dose),,Poverty level,,Below poverty level,,51.0,
2009,Combined series (4:3:1:4:3:1:4),,Poverty level,,At or above poverty level,,46.0,
2007,Combined series (4:3:1:3:3:1:4),,Poverty level,,At or above poverty level,,67.0,
2008,Combined series (4:3:1:3:3:1:4),,Poverty level,,At or above poverty level,,71.0,
2009,Combined series (4:3:1:3:3:1:4),,Poverty level,,At or above poverty level,,65.0,
2002,Combined series (4:3:1:3:3:1),,Poverty level,,At or above poverty level,,66.0,
2003,Combined series (4:3:1:3:3:1),,Poverty level,,At or above poverty level,,74.0,
2004,Combined series (4:3:1:3:3:1),,Poverty level,,At or above poverty level,,77.0,
2005,Combined series (4:3:1:3:3:1),,Poverty level,,At or above poverty level,,77.0,
2006,Combined series (4:3:1:3:3:1),,Poverty level,,At or above poverty level,,78.0,
2007,Combined series (4:3:1:3:3:1),,Poverty level,,At or above poverty level,,78.0,
2008,Combined series (4:3:1:3:3:1),,Poverty level,,At or above poverty level,,78.0,
2009,Combined series (4:3:1:3:3:1),,Poverty level,,At or above poverty level,,70.0,
1995,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,81.0,
1996,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,84.0,
1997,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,84.0,
1998,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,86.0,
1999,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,85.0,
2000,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,84.0,
2001,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,84.0,
2002,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,84.0,
2003,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,87.0,
2004,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,87.0,
2005,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,87.4,
2006,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,87.0,
2007,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,86.0,
2008,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,87.0,
2009,DTP/DT/DTaP (4 doses or more),,Poverty level,,At or above poverty level,,86.0,
1995,Polio (3 doses or more),,Poverty level,,At or above poverty level,,89.0,
1996,Polio (3 doses or more),,Poverty level,,At or above poverty level,,92.0,
1997,Polio (3 doses or more),,Poverty level,,At or above poverty level,,92.0,
1998,Polio (3 doses or more),,Poverty level,,At or above poverty level,,92.0,
1999,Polio (3 doses or more),,Poverty level,,At or above poverty level,,91.0,
2000,Polio (3 doses or more),,Poverty level,,At or above poverty level,,90.0,
2001,Polio (3 doses or more),,Poverty level,,At or above poverty level,,90.0,
2002,Polio (3 doses or more),,Poverty level,,At or above poverty level,,91.0,
2003,Polio (3 doses or more),,Poverty level,,At or above poverty level,,93.0,
2004,Polio (3 doses or more),,Poverty level,,At or above poverty level,,92.0,
2005,Polio (3 doses or more),,Poverty level,,At or above poverty level,,92.4,
2006,Polio (3 doses or more),,Poverty level,,At or above poverty level,,93.0,
2007,Polio (3 doses or more),,Poverty level,,At or above poverty level,,93.0,
2008,Polio (3 doses or more),,Poverty level,,At or above poverty level,,94.0,
2009,Polio (3 doses or more),,Poverty level,,At or above poverty level,,93.0,
1995,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,91.0,
1996,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,92.0,
1997,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,92.0,
1998,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,93.0,
1999,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,92.0,
2000,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,91.0,
2001,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,92.0,
2002,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,92.0,
2003,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,93.0,
2004,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,94.0,
2005,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,92.1,
2006,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,93.0,
2007,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,93.0,
2008,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,92.0,
2009,"Measles, Mumps, Rubella",,Poverty level,,At or above poverty level,,91.0,
1995,Hib (3 doses or more),,Poverty level,,At or above poverty level,,93.0,
1996,Hib (3 doses or more),,Poverty level,,At or above poverty level,,93.0,
1997,Hib (3 doses or more),,Poverty level,,At or above poverty level,,94.0,
1998,Hib (3 doses or more),,Poverty level,,At or above poverty level,,95.0,
1999,Hib (3 doses or more),,Poverty level,,At or above poverty level,,95.0,
2000,Hib (3 doses or more),,Poverty level,,At or above poverty level,,95.0,
2001,Hib (3 doses or more),,Poverty level,,At or above poverty level,,94.0,
2002,Hib (3 doses or more),,Poverty level,,At or above poverty level,,94.0,
2003,Hib (3 doses or more),,Poverty level,,At or above poverty level,,95.0,
2004,Hib (3 doses or more),,Poverty level,,At or above poverty level,,94.0,
2005,Hib (3 doses or more),,Poverty level,,At or above poverty level,,94.6,
2006,Hib (3 doses or more),,Poverty level,,At or above poverty level,,94.0,
2007,Hib (3 doses or more),,Poverty level,,At or above poverty level,,93.0,
2008,Hib (3 doses or more),,Poverty level,,At or above poverty level,,92.0,
2009,Hib (primary series plus booster dose),,Poverty level,,At or above poverty level,,57.0,
2009,Combined series (4:3:1:4:3:1:4),,Location of residence: Inside MSA,2,Central city,,45.0,
2007,Combined series (4:3:1:3:3:1:4),,Location of residence: Inside MSA,2,Central city,,67.0,
2008,Combined series (4:3:1:3:3:1:4),,Location of residence: Inside MSA,2,Central city,,70.0,
2009,Combined series (4:3:1:3:3:1:4),,Location of residence: Inside MSA,2,Central city,,,
2002,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Central city,,64.0,
2003,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Central city,,72.0,
2004,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Central city,,75.0,
2005,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Central city,,75.0,
2006,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Central city,,77.0,
2007,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Central city,,77.0,
2008,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Central city,,77.0,
2009,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Central city,,,
1995,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,77.0,
1996,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,79.0,
1997,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,80.0,
1998,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,82.0,
1999,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,82.0,
2000,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,80.0,
2001,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,81.0,
2002,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,79.0,
2003,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,84.0,
2004,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,84.0,
2005,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,84.8,
2006,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,84.0,
2007,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,85.0,
2008,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,85.0,
2009,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Central city,,84.0,
1995,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,87.0,
1996,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,89.0,
1997,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,90.0,
1998,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,89.0,
1999,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,89.0,
2000,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,88.0,
2001,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,88.0,
2002,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,89.0,
2003,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,91.0,
2004,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,91.0,
2005,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,90.6,
2006,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,93.0,
2007,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,92.0,
2008,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,94.0,
2009,Polio (3 doses or more),,Location of residence: Inside MSA,2,Central city,,94.0,
1995,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,90.0,
1996,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,90.0,
1997,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,90.0,
1998,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,92.0,
1999,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,91.0,
2000,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,90.0,
2001,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,91.0,
2002,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,90.0,
2003,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,93.0,
2004,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,93.0,
2005,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,91.6,
2006,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,93.0,
2007,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,92.0,
2008,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,93.0,
2009,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Central city,,91.0,
1995,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,91.0,
1996,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,90.0,
1997,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,91.0,
1998,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,92.0,
1999,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,92.0,
2000,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,92.0,
2001,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,91.0,
2002,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,92.0,
2003,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,94.0,
2004,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,93.0,
2005,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,93.4,
2006,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,93.0,
2007,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,92.0,
2008,Hib (3 doses or more),,Location of residence: Inside MSA,2,Central city,,91.0,
2009,Hib (primary series plus booster dose),,Location of residence: Inside MSA,2,Central city,,56.0,
2009,Combined series (4:3:1:4:3:1:4),,Location of residence: Inside MSA,2,Remaining area,,45.0,
2007,Combined series (4:3:1:3:3:1:4),,Location of residence: Inside MSA,2,Remaining area,,68.0,
2008,Combined series (4:3:1:3:3:1:4),,Location of residence: Inside MSA,2,Remaining area,,69.0,
2009,Combined series (4:3:1:3:3:1:4),,Location of residence: Inside MSA,2,Remaining area,,,
2002,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Remaining area,,68.0,
2003,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Remaining area,,74.0,
2004,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Remaining area,,78.0,
2005,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Remaining area,,78.0,
2006,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Remaining area,,78.0,
2007,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Remaining area,,78.0,
2008,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Remaining area,,76.0,
2009,Combined series (4:3:1:3:3:1),,Location of residence: Inside MSA,2,Remaining area,,,
1995,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,79.0,
1996,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,83.0,
1997,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,83.0,
1998,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,85.0,
1999,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,84.0,
2000,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,83.0,
2001,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,83.0,
2002,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,84.0,
2003,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,86.0,
2004,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,87.0,
2005,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,87.0,
2006,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,86.0,
2007,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,85.0,
2008,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,85.0,
2009,DTP/DT/DTaP (4 doses or more),,Location of residence: Inside MSA,2,Remaining area,,84.0,
1995,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,88.0,
1996,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,92.0,
1997,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,91.0,
1998,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,91.0,
1999,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,90.0,
2000,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,90.0,
2001,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,90.0,
2002,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,91.0,
2003,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,92.0,
2004,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,92.0,
2005,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,92.6,
2006,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,93.0,
2007,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,93.0,
2008,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
2009,Polio (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,92.0,
1995,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,90.0,
1996,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,91.0,
1997,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,91.0,
1998,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,92.0,
1999,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,92.0,
2000,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,91.0,
2001,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,92.0,
2002,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,93.0,
2003,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,93.0,
2004,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,94.0,
2005,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,91.8,
2006,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,93.0,
2007,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,93.0,
2008,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,92.0,
2009,"Measles, Mumps, Rubella",,Location of residence: Inside MSA,2,Remaining area,,89.0,
1995,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,92.0,
1996,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,93.0,
1997,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,93.0,
1998,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
1999,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,95.0,
2000,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
2001,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
2002,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
2003,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
2004,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
2005,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.3,
2006,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
2007,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,94.0,
2008,Hib (3 doses or more),,Location of residence: Inside MSA,2,Remaining area,,92.0,
2009,Hib (primary series plus booster dose),,Location of residence: Inside MSA,2,Remaining area,,55.0,
2009,Combined series (4:3:1:4:3:1:4),,Location of residence: Outside MSA,2,Outside MSA,,42.0,
2007,Combined series (4:3:1:3:3:1:4),,Location of residence: Outside MSA,2,Outside MSA,,63.0,
2008,Combined series (4:3:1:3:3:1:4),,Location of residence: Outside MSA,2,Outside MSA,,65.0,
2009,Combined series (4:3:1:3:3:1:4),,Location of residence: Outside MSA,2,Outside MSA,,,
2002,Combined series (4:3:1:3:3:1),,Location of residence: Outside MSA,2,Outside MSA,,61.0,
2003,Combined series (4:3:1:3:3:1),,Location of residence: Outside MSA,2,Outside MSA,,70.0,
2004,Combined series (4:3:1:3:3:1),,Location of residence: Outside MSA,2,Outside MSA,,74.0,
2005,Combined series (4:3:1:3:3:1),,Location of residence: Outside MSA,2,Outside MSA,,74.0,
2006,Combined series (4:3:1:3:3:1),,Location of residence: Outside MSA,2,Outside MSA,,75.0,
2007,Combined series (4:3:1:3:3:1),,Location of residence: Outside MSA,2,Outside MSA,,76.0,
2008,Combined series (4:3:1:3:3:1),,Location of residence: Outside MSA,2,Outside MSA,,74.0,
2009,Combined series (4:3:1:3:3:1),,Location of residence: Outside MSA,2,Outside MSA,,,
1995,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,78.0,
1996,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,81.0,
1997,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,81.0,
1998,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,85.0,
1999,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,83.0,
2000,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,83.0,
2001,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,82.0,
2002,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,80.0,
2003,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,83.0,
2004,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,85.0,
2005,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,84.7,
2006,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,85.0,
2007,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,83.0,
2008,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,82.0,
2009,DTP/DT/DTaP (4 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,84.0,
1995,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,89.0,
1996,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
1997,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
1998,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,93.0,
1999,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,90.0,
2000,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,91.0,
2001,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,91.0,
2002,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,90.0,
2003,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
2004,Polio (3 doses or more),,Location of residence: Outside MSA,2,Outside MSA,,92.0,
